,0
0,0.48786340842562687
1,0.4237396411141359
2,0.7658431936121614
3,0.908753115933717
4,0.9603456184571906
5,0.9801386431705276
6,0.989649075500254
7,0.9936983731591529
8,0.996257765686845
9,0.9973190914482115
10,0.9981152339151016
11,0.9986726176983219
12,0.9989778867886657
13,0.9991769815442587
14,0.9991769815442587
15,0.9992964426310258
16,0.9993760851192247
17,0.9994424581486724
18,0.9994424581486724
19,0.9994822802746528
20,0.9995619255846013
21,0.9996017487685411
22,0.9996415723051061
23,0.999681396194282
24,0.9997610450304104
25,0.9998008699773351
26,0.9998406952768146
27,0.9998406952768146
28,0.9998406952768146
29,0.9998805209288348
